Record_ID,Timestamp,Shift,Machine_Type,Machine_ID,Machine_Age_Years,Operator_ID,Operator_Age,Operator_Experience_Years,Site_ID,Site_Location,GPS_Latitude,GPS_Longitude,Task_Type,Task_Start_Time,Task_End_Time,Task_Duration_min,Weather_Condition,Temperature_C,Visibility,Terrain_Type,Engine_Hours,Fuel_Used_L,Fuel_Efficiency_L_per_hr,Load_Cycles,Payload_Weight_kg,Distance_Covered_m,Idling_Time_min,Vibration_Level,Engine_Temperature_C,Hydraulic_Pressure_psi,Harsh_Braking_Events,Overspeed_Events,Seatbelt_Status,Fatigue_Alert,Maintenance_Alert,Downtime_min,Productivity_Score,Safety_Alert_Triggered
70,2025-01-10 01:10:00,Night,Motor Grader,MGR001,3.8,OP1037,22,3.3,SITE01,"Chennai, TN",16.01538,78.12942,Grading,2025-01-10 01:10:00,2025-01-10 02:13:24,63.4,Cloudy,22.9,Good,Flat,1750.2,4.58,4.33,14,979.6,623.4,39,2.07,84,2526.7,1,0,Fastened,No,No,0,97.3,No
71,2025-01-10 05:15:00,Night,Excavator,EXC005,14.6,OP1023,52,21.4,SITE03,"Vellore, TN",15.615,79.19035,Loading,2025-01-10 05:15:00,2025-01-10 06:28:12,73.2,Rain,20.2,Moderate,Uneven,1779,7.61,6.24,6,1397.9,414.5,8,3.35,89.7,2678.4,0,1,Fastened,Yes,No,0,88.2,Yes
72,2025-01-10 12:58:00,Morning,Bulldozer,BDZ003,11.4,OP1015,56,10,SITE06,"Pune, MH",10.5729,77.31748,Leveling,2025-01-10 12:58:00,2025-01-10 13:38:30,40.5,Fog,18.5,Poor,Flat,1773.5,4.74,7.02,8,1308.4,199.6,39,2.37,90,2035.1,0,0,Unfastened,No,No,1,89.3,No
73,2025-01-10 16:08:00,Afternoon,Excavator,EXC002,11.9,OP1022,28,8.1,SITE08,"Vizag, AP",8.69808,75.65764,Loading,2025-01-10 16:08:00,2025-01-10 16:47:36,39.6,Extreme Heat,44,Good,Flat,4765.6,3.91,5.92,9,1202.6,214.2,6,2.67,86.6,2579,0,1,Fastened,No,No,1,100,No
74,2025-01-11 09:44:00,Morning,Excavator,EXC004,5,OP1012,52,20.4,SITE07,"Nagpur, MH",18.2426,75.03631,Demolition,2025-01-11 09:44:00,2025-01-11 10:24:06,40.1,Cloudy,26.7,Good,Uneven,4912.9,3.73,5.58,10,501.7,321.2,13,2.2,81.6,2337.6,0,1,Fastened,No,Yes,0,100,No
75,2025-01-11 14:15:00,Afternoon,Excavator,EXC004,8.3,OP1016,32,5.4,SITE07,"Nagpur, MH",18.24391,75.03847,Trenching,2025-01-11 14:15:00,2025-01-11 14:56:30,41.5,Clear,32.3,Good,Muddy,3930.6,2.8,4.05,13,3377.9,254.4,28,3.15,98.5,2458.9,3,0,Unfastened,No,No,0,86.6,Yes
76,2025-01-11 15:53:00,Afternoon,Backhoe Loader,BHL003,6.5,OP1012,52,20.4,SITE04,"Bengaluru, KA",14.71497,75.95637,Demolition,2025-01-11 15:53:00,2025-01-11 16:26:42,33.7,Rain,25.3,Moderate,Sloped,3584.7,6.96,12.39,10,3744.8,218.6,5,1.82,94.9,2176.9,1,1,Fastened,No,No,0,94.5,Yes
77,2025-01-11 18:45:00,Afternoon,Wheel Loader,WLD001,8.1,OP1039,30,5.4,SITE02,"Coimbatore, TN",14.78198,81.94845,Loading,2025-01-11 18:45:00,2025-01-11 19:43:00,58,Cloudy,27.8,Good,Uneven,3640.9,4.78,4.94,10,945.2,404.6,6,3.05,93.8,2378.6,0,1,Fastened,No,No,1,100,No
78,2025-01-11 21:42:00,Afternoon,Motor Grader,MGR001,10.9,OP1017,30,12.4,SITE05,"Hyderabad, TS",8.37203,77.67293,Digging,2025-01-11 21:42:00,2025-01-11 23:00:12,78.2,Clear,26.6,Good,Uneven,2705.5,3.09,2.37,6,2042.5,415.8,14,4.82,83.4,2148.8,1,1,Fastened,No,No,3,97.8,No
79,2025-01-11 22:29:00,Night,Bulldozer,BDZ002,3.7,OP1040,25,14.9,SITE08,"Vizag, AP",8.7072,75.66441,Loading,2025-01-11 22:29:00,2025-01-11 23:17:42,48.7,Clear,26.1,Good,Rocky,4853.5,6.61,8.14,13,1362.1,450.1,57,3.6,93.5,2195.2,4,0,Fastened,No,Yes,2,85.5,No
80,2025-01-12 05:34:00,Night,Excavator,EXC004,12.4,OP1026,51,4.7,SITE08,"Vizag, AP",8.70626,75.65305,Material Transport,2025-01-12 05:34:00,2025-01-12 06:22:18,48.3,Clear,24.3,Good,Muddy,4847.1,3.87,4.81,8,1773,0,5,3.34,92.6,2837.9,1,1,Fastened,Yes,No,1,100,No
81,2025-01-12 07:29:00,Morning,Excavator,EXC004,2.9,OP1005,45,2.5,SITE01,"Chennai, TN",16.03028,78.1286,Trenching,2025-01-12 07:29:00,2025-01-12 08:00:48,31.8,Clear,24.2,Good,Flat,3181.5,1.86,3.51,12,2333.1,207.4,5,4.66,97.5,2024.9,1,0,Unfastened,No,No,0,96.9,Yes
82,2025-01-12 08:11:00,Morning,Motor Grader,MGR002,14.1,OP1010,53,10.2,SITE02,"Coimbatore, TN",14.78217,81.94001,Leveling,2025-01-12 08:11:00,2025-01-12 08:49:24,38.4,Extreme Heat,39.4,Good,Flat,2160.3,2.61,4.08,8,1967.2,254.3,5,2.85,91.5,2151,0,0,Fastened,No,Yes,0,100,No
83,2025-01-12 10:40:00,Morning,Excavator,EXC002,4.4,OP1032,51,21.3,SITE04,"Bengaluru, KA",14.70456,75.95959,Demolition,2025-01-12 10:40:00,2025-01-12 11:13:42,33.7,Cloudy,29.5,Good,Sloped,2077,2.09,3.72,9,1976.5,139.6,8,2.62,98.9,2499.9,0,1,Fastened,No,No,0,100,No
84,2025-01-12 11:08:00,Morning,Motor Grader,MGR002,7.2,OP1012,52,20.4,SITE01,"Chennai, TN",16.02582,78.12485,Loading,2025-01-12 11:08:00,2025-01-12 11:29:12,21.2,Extreme Heat,39.3,Good,Muddy,2292.9,4.52,12.79,11,1918.8,322.6,9,3.17,93.7,2504.3,0,0,Unfastened,No,No,0,93.7,Yes
85,2025-01-12 12:19:00,Morning,Excavator,EXC003,7.7,OP1002,38,9.9,SITE02,"Coimbatore, TN",14.77667,81.94602,Trenching,2025-01-12 12:19:00,2025-01-12 12:48:54,29.9,Clear,30.9,Good,Sloped,2323.8,6.29,12.62,6,1445.8,233.9,32,2.46,91.7,2091.6,0,0,Unfastened,No,No,3,88.8,No
86,2025-01-12 16:48:00,Afternoon,Wheel Loader,WLD002,0.8,OP1006,48,21.5,SITE07,"Nagpur, MH",18.24473,75.04045,Demolition,2025-01-12 16:48:00,2025-01-12 17:34:24,46.4,Rain,21.8,Moderate,Flat,2053.7,8.94,11.56,12,2384.4,402.1,12,2.94,95.2,2588.2,1,0,Fastened,No,No,4,100,No
87,2025-01-12 22:03:00,Night,Backhoe Loader,BHL003,12.1,OP1014,36,18.2,SITE02,"Coimbatore, TN",14.78383,81.94539,Trenching,2025-01-12 22:03:00,2025-01-12 22:47:54,44.9,Cloudy,29.6,Good,Flat,4180,2.44,3.26,10,1738.2,85.5,13,5.78,89.4,2259.7,0,0,Fastened,No,No,5,100,No
88,2025-01-12 22:26:00,Night,Wheel Loader,WLD003,8.3,OP1025,52,17.2,SITE03,"Vellore, TN",15.6212,79.19533,Demolition,2025-01-12 22:26:00,2025-01-12 23:39:30,73.5,Rain,20.9,Moderate,Rocky,4305.7,4.08,3.33,5,2221.1,343.1,3,2.52,92.9,2645.1,0,0,Fastened,No,No,0,100,No
89,2025-01-13 00:38:00,Night,Motor Grader,MGR002,5.5,OP1005,45,2.5,SITE05,"Hyderabad, TS",8.36948,77.67549,Grading,2025-01-13 00:38:00,2025-01-13 01:20:12,42.2,Extreme Heat,45,Good,Uneven,3726,3.16,4.49,4,2000.9,421.4,59,4.97,83.5,2538.5,3,0,Fastened,No,No,0,75.3,No
90,2025-01-13 00:48:00,Night,Excavator,EXC002,3.4,OP1032,51,21.3,SITE07,"Nagpur, MH",18.24081,75.0441,Demolition,2025-01-13 00:48:00,2025-01-13 01:42:42,54.7,Fog,16.8,Poor,Rocky,2340.3,3.2,3.51,8,1930.2,281.6,18,4.28,86.9,2323,0,0,Fastened,No,No,2,84,Yes
91,2025-01-13 06:08:00,Morning,Wheel Loader,WLD001,9.4,OP1005,45,2.5,SITE03,"Vellore, TN",15.61152,79.19416,Grading,2025-01-13 06:08:00,2025-01-13 07:01:48,53.8,Rain,21.4,Moderate,Flat,4505.4,5.15,5.74,7,2094,322.5,36,3.51,103.1,2290.3,1,0,Unfastened,No,No,0,90.4,No
92,2025-01-13 10:35:00,Morning,Wheel Loader,WLD001,8.4,OP1034,38,8.5,SITE08,"Vizag, AP",8.70446,75.65758,Digging,2025-01-13 10:35:00,2025-01-13 10:42:18,7.3,Rain,25.9,Moderate,Muddy,2331.7,5.24,43.07,8,3533.5,209.6,0,3.56,83.5,2595.3,0,0,Fastened,No,No,0,100,No
93,2025-01-13 14:41:00,Afternoon,Wheel Loader,WLD002,9.2,OP1020,26,14.1,SITE06,"Pune, MH",10.56962,77.31322,Demolition,2025-01-13 14:41:00,2025-01-13 15:27:24,46.4,Clear,33.8,Good,Uneven,3171,3.84,4.97,7,2295.7,524.3,25,5.61,89,2339.8,2,0,Unfastened,No,No,1,80.1,Yes
94,2025-01-13 21:03:00,Afternoon,Bulldozer,BDZ001,9.9,OP1023,52,21.4,SITE01,"Chennai, TN",16.01586,78.1259,Demolition,2025-01-13 21:03:00,2025-01-13 21:41:00,38,Clear,26.6,Good,Uneven,2233.1,6.17,9.74,10,1414.4,347.8,29,5.32,93.4,2359.2,1,0,Fastened,No,No,0,97.5,No
95,2025-01-13 23:29:00,Night,Bulldozer,BDZ001,1.8,OP1009,50,3.3,SITE07,"Nagpur, MH",18.24103,75.04021,Grading,2025-01-13 23:29:00,2025-01-14 00:25:00,56,Rain,21.8,Moderate,Sloped,2644.2,3.46,3.71,15,2569.7,325.2,6,2.38,87.3,2564.9,1,0,Unfastened,Yes,No,0,100,No
96,2025-01-14 08:55:00,Morning,Bulldozer,BDZ002,13.3,OP1039,30,5.4,SITE01,"Chennai, TN",16.01277,78.12652,Trenching,2025-01-14 08:55:00,2025-01-14 09:46:54,51.9,Cloudy,22.2,Good,Flat,4295.6,5.23,6.05,10,2185,148.4,1,2.51,77,2212,0,0,Fastened,No,No,0,100,No
97,2025-01-14 09:29:00,Morning,Wheel Loader,WLD001,11.5,OP1020,26,14.1,SITE01,"Chennai, TN",16.0194,78.13197,Loading,2025-01-14 09:29:00,2025-01-14 10:50:24,81.4,Cloudy,22.6,Good,Muddy,4536.6,4.99,3.68,21,2620.4,388.5,6,3.58,90.6,2871.4,0,0,Fastened,No,Yes,0,100,No
98,2025-01-14 09:31:00,Morning,Motor Grader,MGR002,2.8,OP1021,53,16.8,SITE02,"Coimbatore, TN",14.7894,81.95368,Loading,2025-01-14 09:31:00,2025-01-14 11:08:06,97.1,Clear,34.3,Good,Flat,3992.6,2.22,1.37,10,1579.4,332.2,0,2.36,89.5,2654.1,0,0,Fastened,No,Yes,2,100,No
99,2025-01-14 14:38:00,Afternoon,Backhoe Loader,BHL003,0.9,OP1026,51,4.7,SITE03,"Vellore, TN",15.62093,79.19553,Leveling,2025-01-14 14:38:00,2025-01-14 15:57:06,79.1,Clear,29.2,Good,Sloped,4267.9,3.77,2.86,8,2775,71.2,8,4.9,87.3,2580,2,1,Unfastened,No,No,0,90.6,Yes
100,2025-01-15 00:04:00,Night,Wheel Loader,WLD003,7.9,OP1017,30,12.4,SITE04,"Bengaluru, KA",14.70389,75.94188,Demolition,2025-01-15 00:04:00,2025-01-15 00:33:24,29.4,Clear,35.6,Good,Muddy,1595.7,3.71,7.57,9,1970.3,261.4,5,2.9,93.5,2869.1,3,0,Fastened,No,No,0,100,No
101,2025-01-15 05:27:00,Night,Backhoe Loader,BHL001,0.8,OP1020,26,14.1,SITE05,"Hyderabad, TS",8.36351,77.67227,Trenching,2025-01-15 05:27:00,2025-01-15 06:13:12,46.2,Clear,29.1,Good,Flat,2499.7,2.84,3.69,7,1237.9,210.3,32,5.44,93.4,2577.4,0,0,Unfastened,No,No,1,91.6,No
102,2025-01-15 06:59:00,Morning,Backhoe Loader,BHL002,3.1,OP1036,43,4.6,SITE05,"Hyderabad, TS",8.37415,77.6834,Digging,2025-01-15 06:59:00,2025-01-15 07:44:12,45.2,Clear,29.2,Good,Flat,4044,4.81,6.38,6,1526.3,417.1,8,4.34,90.5,2631.5,0,1,Fastened,No,No,1,100,No
103,2025-01-15 11:21:00,Morning,Excavator,EXC003,8.6,OP1027,51,10.5,SITE05,"Hyderabad, TS",8.37556,77.67467,Digging,2025-01-15 11:21:00,2025-01-15 12:32:12,71.2,Clear,30.8,Good,Muddy,2293.9,6.32,5.33,8,2126.8,304.5,12,0,91.6,2269.3,0,0,Fastened,No,No,0,100,No
104,2025-01-15 11:59:00,Morning,Wheel Loader,WLD003,6.8,OP1011,37,8.5,SITE05,"Hyderabad, TS",8.36435,77.68359,Digging,2025-01-15 11:59:00,2025-01-15 13:03:12,64.2,Extreme Heat,39.4,Good,Uneven,3591.5,5.75,5.37,12,1799.6,210.7,37,2.36,96.1,2534.3,1,0,Fastened,No,No,0,95.9,No
105,2025-01-15 18:09:00,Afternoon,Backhoe Loader,BHL001,2,OP1039,30,5.4,SITE08,"Vizag, AP",8.69161,75.65249,Grading,2025-01-15 18:09:00,2025-01-15 18:51:12,42.2,Clear,28.9,Good,Flat,2582.3,4.17,5.93,5,1685.7,359.2,24,5.15,86,2304.6,1,0,Unfastened,No,No,1,93.2,No
106,2025-01-15 19:13:00,Afternoon,Bulldozer,BDZ001,9.8,OP1027,51,10.5,SITE08,"Vizag, AP",8.68999,75.64965,Demolition,2025-01-15 19:13:00,2025-01-15 19:57:18,44.3,Clear,35.7,Good,Uneven,4996.7,5.6,7.58,10,990,561.8,3,3.2,87.9,2494,1,0,Fastened,No,Yes,2,100,No
107,2025-01-15 20:44:00,Afternoon,Bulldozer,BDZ002,1.4,OP1037,22,3.3,SITE03,"Vellore, TN",15.61698,79.18885,Leveling,2025-01-15 20:44:00,2025-01-15 21:17:24,33.4,Clear,25.2,Good,Rocky,2165.2,5.32,9.56,8,1200,336.8,11,2.13,98.1,2281.4,0,0,Fastened,No,No,0,100,No
108,2025-01-16 00:21:00,Night,Bulldozer,BDZ001,2,OP1034,38,8.5,SITE01,"Chennai, TN",16.01545,78.1186,Leveling,2025-01-16 00:21:00,2025-01-16 01:41:42,80.7,Extreme Heat,45.2,Good,Muddy,2985.3,4.8,3.57,8,1976.9,462.8,1,2.55,91.1,2368.1,0,1,Fastened,Yes,No,1,100,No
109,2025-01-16 03:30:00,Night,Bulldozer,BDZ003,14.9,OP1020,26,14.1,SITE02,"Coimbatore, TN",14.78812,81.93521,Trenching,2025-01-16 03:30:00,2025-01-16 04:02:54,32.9,Rain,25.5,Moderate,Rocky,3101.3,5.63,10.27,5,1391.4,421.9,17,3.37,103.7,2365.9,0,0,Fastened,No,No,0,97.5,No
110,2025-01-16 04:41:00,Night,Bulldozer,BDZ003,11.5,OP1039,30,5.4,SITE05,"Hyderabad, TS",8.3612,77.67428,Digging,2025-01-16 04:41:00,2025-01-16 05:36:30,55.5,Cloudy,31.5,Good,Muddy,2424.1,4.8,5.19,7,1942.6,214.3,11,3.76,88.6,2417.2,1,0,Unfastened,No,No,1,87.1,Yes
111,2025-01-16 07:33:00,Morning,Excavator,EXC001,8.3,OP1004,53,15.5,SITE04,"Bengaluru, KA",14.70059,75.95039,Material Transport,2025-01-16 07:33:00,2025-01-16 08:46:06,73.1,Clear,32.5,Good,Uneven,4446.6,7.55,6.2,15,1723.1,558.3,9,4.05,85.1,2202.1,1,0,Fastened,No,No,2,100,No
112,2025-01-16 07:51:00,Morning,Wheel Loader,WLD003,14.8,OP1030,48,15.2,SITE08,"Vizag, AP",8.70312,75.65689,Demolition,2025-01-16 07:51:00,2025-01-16 08:21:18,30.3,Cloudy,25.9,Good,Rocky,4752.6,5.31,10.51,10,1363.7,234.9,3,1.78,87.9,2623.5,1,0,Fastened,Yes,No,1,94.7,Yes
113,2025-01-16 11:43:00,Morning,Excavator,EXC003,7.8,OP1015,56,10,SITE08,"Vizag, AP",8.7032,75.65498,Loading,2025-01-16 11:43:00,2025-01-16 12:29:48,46.8,Clear,27.3,Good,Uneven,2258.7,7.19,9.22,6,2357.1,403.4,3,3.06,84.3,2539.5,0,0,Unfastened,No,No,5,86.7,Yes
114,2025-01-16 11:57:00,Morning,Motor Grader,MGR002,7.3,OP1033,42,7.5,SITE07,"Nagpur, MH",18.23256,75.04106,Demolition,2025-01-16 11:57:00,2025-01-16 12:23:00,26,Clear,33.9,Good,Muddy,4790.8,8.77,20.24,11,2228.4,0,36,1.68,94.7,2590.5,2,0,Fastened,No,No,1,94.4,No
115,2025-01-16 19:44:00,Afternoon,Bulldozer,BDZ003,6.3,OP1034,38,8.5,SITE06,"Pune, MH",10.56648,77.30217,Grading,2025-01-16 19:44:00,2025-01-16 20:43:54,59.9,Cloudy,25.3,Good,Flat,2758.2,6.4,6.41,3,2261.8,410.1,18,2.93,94.5,2448.1,3,1,Unfastened,No,No,0,94.6,No
116,2025-01-16 20:55:00,Afternoon,Motor Grader,MGR001,12.5,OP1040,25,14.9,SITE06,"Pune, MH",10.57044,77.31184,Loading,2025-01-16 20:55:00,2025-01-16 21:39:36,44.6,Fog,17.6,Poor,Rocky,1594.1,5.77,7.76,6,1712.8,371.9,34,3.64,92.6,2795.2,0,0,Fastened,No,No,0,90.2,No
117,2025-01-17 01:55:00,Night,Backhoe Loader,BHL001,12.6,OP1039,30,5.4,SITE08,"Vizag, AP",8.69813,75.65181,Loading,2025-01-17 01:55:00,2025-01-17 02:55:12,60.2,Clear,35.2,Good,Muddy,1525.9,0.3,0.3,10,2495.6,522.2,4,5.86,94.4,2439.4,2,0,Unfastened,No,No,4,91.8,Yes
118,2025-01-17 09:05:00,Morning,Backhoe Loader,BHL001,14.3,OP1040,25,14.9,SITE07,"Nagpur, MH",18.24672,75.03143,Trenching,2025-01-17 09:05:00,2025-01-17 10:09:12,64.2,Cloudy,28,Good,Flat,2841.3,2.62,2.45,17,75.1,354,39,1.83,95.1,2359.5,0,0,Fastened,No,No,1,100,No
119,2025-01-17 09:58:00,Morning,Bulldozer,BDZ003,1.3,OP1037,22,3.3,SITE07,"Nagpur, MH",18.24607,75.03736,Demolition,2025-01-17 09:58:00,2025-01-17 10:48:06,50.1,Cloudy,23.9,Good,Muddy,3042,4.15,4.97,11,1823.6,341.1,3,2.97,89.2,2542.1,1,0,Fastened,No,No,0,100,No
120,2025-01-17 18:50:00,Afternoon,Bulldozer,BDZ001,9.5,OP1001,57,17.1,SITE04,"Bengaluru, KA",14.71763,75.95503,Digging,2025-01-17 18:50:00,2025-01-17 19:38:06,48.1,Clear,30.9,Good,Muddy,2699.2,1.5,1.87,10,2429.7,414.2,1,3.77,95.2,2241,1,0,Unfastened,No,No,1,100,No
121,2025-01-17 23:13:00,Night,Wheel Loader,WLD003,13.8,OP1020,26,14.1,SITE04,"Bengaluru, KA",14.71619,75.94992,Leveling,2025-01-17 23:13:00,2025-01-17 23:47:24,34.4,Cloudy,28.3,Good,Flat,4695,7.7,13.43,7,1652.2,325.5,11,3.54,89.1,2454.5,0,1,Fastened,No,No,1,87.1,Yes
122,2025-01-18 01:57:00,Night,Excavator,EXC005,6.4,OP1018,47,1.9,SITE07,"Nagpur, MH",18.23402,75.03249,Grading,2025-01-18 01:57:00,2025-01-18 02:42:06,45.1,Extreme Heat,42.6,Good,Muddy,1922.7,4.51,6,9,1936.1,327.5,3,4.18,93.1,2249,0,2,Fastened,No,No,0,100,No
123,2025-01-18 12:11:00,Morning,Motor Grader,MGR001,6.6,OP1040,25,14.9,SITE04,"Bengaluru, KA",14.71716,75.94404,Trenching,2025-01-18 12:11:00,2025-01-18 12:52:30,41.5,Rain,20.7,Moderate,Uneven,1970.4,0.59,0.85,9,1056.7,520.9,1,5.3,89.4,2365.9,1,1,Fastened,No,No,3,100,No
124,2025-01-18 12:48:00,Morning,Excavator,EXC004,12,OP1037,22,3.3,SITE08,"Vizag, AP",8.70296,75.66558,Leveling,2025-01-18 12:48:00,2025-01-18 13:46:42,58.7,Cloudy,30.5,Good,Flat,3657.3,2.66,2.72,9,1878.3,293.4,10,2.73,88.2,2491.7,2,0,Fastened,No,No,1,100,No
125,2025-01-18 13:14:00,Morning,Backhoe Loader,BHL003,12,OP1010,53,10.2,SITE02,"Coimbatore, TN",14.78829,81.93731,Grading,2025-01-18 13:14:00,2025-01-18 14:00:06,46.1,Dust Storm,39.8,Poor,Flat,1983,6.57,8.55,13,2096.7,519.5,7,3.97,83.9,2275.2,0,1,Fastened,No,No,4,100,No
126,2025-01-18 19:07:00,Afternoon,Wheel Loader,WLD001,7,OP1004,53,15.5,SITE02,"Coimbatore, TN",14.7848,81.94423,Grading,2025-01-18 19:07:00,2025-01-18 20:15:24,68.4,Cloudy,25.1,Good,Muddy,2205.3,6.73,5.9,14,2108.4,435.5,4,4.18,93.9,2192.9,1,1,Fastened,No,No,0,100,No
127,2025-01-19 07:32:00,Morning,Backhoe Loader,BHL001,10.2,OP1032,51,21.3,SITE08,"Vizag, AP",8.69584,75.66764,Leveling,2025-01-19 07:32:00,2025-01-19 08:53:12,81.2,Clear,32.6,Good,Muddy,4953.1,6.14,4.54,5,1826.8,156,10,4.98,96.7,2513.2,0,0,Fastened,No,Yes,2,84.4,Yes
128,2025-01-19 08:52:00,Morning,Bulldozer,BDZ002,13.3,OP1032,51,21.3,SITE08,"Vizag, AP",8.68975,75.65122,Demolition,2025-01-19 08:52:00,2025-01-19 09:47:18,55.3,Clear,31.1,Good,Flat,3471,2.19,2.38,4,454.3,225.3,63,4.03,98.8,2449.6,0,0,Fastened,No,No,3,70.9,No
129,2025-01-19 18:53:00,Afternoon,Excavator,EXC005,0.8,OP1040,25,14.9,SITE01,"Chennai, TN",16.01579,78.11584,Material Transport,2025-01-19 18:53:00,2025-01-19 18:58:00,5,Rain,26.2,Moderate,Flat,4816.8,3.88,38.8,7,1478.4,388.3,17,2.05,100.8,2578.6,2,0,Fastened,No,No,0,99.9,No
130,2025-01-19 19:52:00,Afternoon,Motor Grader,MGR001,14,OP1005,45,2.5,SITE06,"Pune, MH",10.57779,77.30797,Digging,2025-01-19 19:52:00,2025-01-19 20:44:42,52.7,Clear,28.7,Good,Muddy,4828,4.83,5.5,12,2220.6,273.3,94,4.3,95.4,2469.2,2,0,Fastened,No,No,2,50.8,Yes
131,2025-01-19 22:55:00,Night,Backhoe Loader,BHL002,6,OP1014,36,18.2,SITE03,"Vellore, TN",15.60912,79.18693,Material Transport,2025-01-19 22:55:00,2025-01-19 23:33:00,38,Rain,26.3,Moderate,Sloped,3195.5,1.06,1.67,7,1964.2,293.7,20,3.29,95.1,2391.7,2,1,Fastened,Yes,No,2,96.8,No
132,2025-01-20 05:33:00,Night,Excavator,EXC001,7.5,OP1038,26,10.7,SITE08,"Vizag, AP",8.7073,75.64924,Loading,2025-01-20 05:33:00,2025-01-20 06:12:48,39.8,Clear,31.6,Good,Rocky,3543.3,6.22,9.38,8,1811.3,515.1,11,2.96,93.2,2468.6,2,0,Fastened,No,No,0,89.1,Yes
133,2025-01-20 08:35:00,Morning,Wheel Loader,WLD002,14.9,OP1001,57,17.1,SITE04,"Bengaluru, KA",14.71721,75.95051,Leveling,2025-01-20 08:35:00,2025-01-20 09:05:36,30.6,Clear,33.3,Good,Rocky,2035.3,5.34,10.47,12,2269.9,579.6,1,0.52,93,2364.7,0,1,Unfastened,No,No,0,98.9,Yes
134,2025-01-20 13:09:00,Morning,Wheel Loader,WLD004,6.7,OP1010,53,10.2,SITE01,"Chennai, TN",16.02267,78.11726,Material Transport,2025-01-20 13:09:00,2025-01-20 13:35:54,26.9,Clear,35.4,Good,Uneven,3935.8,4.76,10.62,6,1083.8,297.6,15,2.49,84.5,2269,1,1,Fastened,No,No,0,99.7,No
135,2025-01-20 13:14:00,Morning,Excavator,EXC001,10.9,OP1007,24,16.9,SITE08,"Vizag, AP",8.69004,75.65145,Demolition,2025-01-20 13:14:00,2025-01-20 14:28:06,74.1,Fog,20.6,Poor,Flat,4479.6,3.77,3.05,9,1686.1,213.3,31,2.54,103.2,3043.2,0,0,Fastened,No,No,1,94.5,No
136,2025-01-20 15:37:00,Afternoon,Wheel Loader,WLD003,10.7,OP1025,52,17.2,SITE06,"Pune, MH",10.58128,77.30835,Material Transport,2025-01-20 15:37:00,2025-01-20 15:54:12,17.2,Cloudy,26.7,Good,Sloped,4745,5.4,18.84,17,2180,166.8,1,3.23,90.3,2790.9,1,0,Fastened,No,No,0,100,No
137,2025-01-21 03:35:00,Night,Backhoe Loader,BHL003,2.8,OP1005,45,2.5,SITE01,"Chennai, TN",16.02267,78.13408,Leveling,2025-01-21 03:35:00,2025-01-21 03:59:48,24.8,Clear,28.8,Good,Flat,3242.9,4.8,11.61,6,1346.6,288,6,1.65,78,2217.6,0,0,Fastened,Yes,No,1,100,No
138,2025-01-21 04:35:00,Night,Motor Grader,MGR001,4.7,OP1014,36,18.2,SITE04,"Bengaluru, KA",14.70067,75.95698,Leveling,2025-01-21 04:35:00,2025-01-21 05:23:18,48.3,Rain,21.3,Moderate,Sloped,2805.3,5.94,7.38,9,2651.8,310,15,2.71,97.6,2543.6,1,0,Fastened,No,No,1,100,No
139,2025-01-21 14:16:00,Afternoon,Bulldozer,BDZ003,14,OP1036,43,4.6,SITE03,"Vellore, TN",15.61551,79.20274,Trenching,2025-01-21 14:16:00,2025-01-21 14:32:12,16.2,Dust Storm,34.1,Poor,Uneven,4799.5,3.53,13.07,4,2651.1,489.6,22,3.6,95.3,2725.5,1,0,Fastened,No,No,2,77.2,Yes
140,2025-01-21 19:20:00,Afternoon,Excavator,EXC005,10.2,OP1023,52,21.4,SITE02,"Coimbatore, TN",14.78729,81.95157,Grading,2025-01-21 19:20:00,2025-01-21 19:45:54,25.9,Cloudy,30.8,Good,Sloped,2302.8,4.73,10.96,13,1774.4,386.2,43,2.88,92.5,2397.5,2,1,Fastened,No,Yes,3,91.7,No
141,2025-01-22 01:10:00,Night,Excavator,EXC001,1.7,OP1036,43,4.6,SITE03,"Vellore, TN",15.61754,79.18827,Demolition,2025-01-22 01:10:00,2025-01-22 02:02:42,52.7,Clear,27.7,Good,Muddy,3834.6,4.61,5.25,13,1143.2,287.4,6,2.53,93.7,2939.8,0,0,Fastened,No,No,2,96,Yes
142,2025-01-22 01:29:00,Night,Excavator,EXC005,2.5,OP1002,38,9.9,SITE05,"Hyderabad, TS",8.36636,77.67784,Digging,2025-01-22 01:29:00,2025-01-22 01:36:42,7.7,Clear,29,Good,Uneven,2363.9,4.12,32.1,11,2078.5,283.6,7,2.53,87.6,2679.7,0,0,Fastened,No,No,2,100,No
143,2025-01-22 02:53:00,Night,Bulldozer,BDZ002,11.6,OP1037,22,3.3,SITE07,"Nagpur, MH",18.24064,75.04319,Leveling,2025-01-22 02:53:00,2025-01-22 03:42:54,49.9,Clear,25.4,Good,Flat,4644.3,7.16,8.61,11,1806.9,476.3,15,4.96,89.3,2473.7,1,0,Fastened,No,No,4,100,No
144,2025-01-22 04:54:00,Night,Bulldozer,BDZ003,10.3,OP1004,53,15.5,SITE02,"Coimbatore, TN",14.77996,81.95127,Demolition,2025-01-22 04:54:00,2025-01-22 05:09:06,15.1,Cloudy,31.9,Good,Flat,2698.8,5.65,22.45,4,2065.2,330.5,8,2.54,99.8,2005,0,0,Fastened,Yes,Yes,6,96,No
